time_minutes,eda_microsiemens
0.0,0.799983
0.004168982768204558,0.799983
0.008337965536409116,0.799983
0.012506948304613675,0.801264
0.016675931072818232,0.79742
0.02084491384102279,0.794857
0.02501389660922735,0.794857
0.029182879377431907,0.792294
0.033351862145636464,0.784605
0.03752084491384102,0.789731
0.04168982768204558,0.783324
0.045858810450250136,0.780761
0.0500277932184547,0.784605
0.05419677598665926,0.78845
0.058365758754863814,0.784605
0.06253474152306837,0.785887
0.06670372429127293,0.779479
0.07087270705947749,0.780761
0.07504168982768204,0.776916
0.0792106725958866,0.776916
0.08337965536409116,0.775635
0.08754863813229571,0.776916
0.09171762090050027,0.778198
0.09588660366870483,0.774353
0.1000555864369094,0.769227
0.10422456920511396,0.773072
0.10839355197331851,0.769227
0.11256253474152307,0.773072
0.11673151750972763,0.767946
0.12090050027793219,0.769227
0.12506948304613674,0.767946
0.12923846581434129,0.764101
0.13340744858254586,0.76282
0.13757643135075043,0.765383
0.14174541411895497,0.764101
0.14591439688715954,0.764101
0.15008337965536409,0.761538
0.15425236242356866,0.764101
0.1584213451917732,0.770509
0.16259032795997777,0.770509
0.16675931072818231,0.761538
0.17092829349638688,0.764101
0.17509727626459143,0.761538
0.179266259032796,0.76282
0.18343524180100054,0.764101
0.1876042245692051,0.764101
0.19177320733740966,0.764101
0.19594219010561423,0.773072
0.2001111728738188,0.770509
0.20428015564202334,0.774353
0.2084491384102279,0.766664
0.21261812117843246,0.769227
0.21678710394663703,0.767946
0.22095608671484157,0.765383
0.22512506948304614,0.77179
0.22929405225125069,0.769227
0.23346303501945526,0.767946
0.2376320177876598,0.765383
0.24180100055586437,0.767946
0.2459699833240689,0.765383
0.2501389660922735,0.767946
0.25430794886047803,0.764101
0.25847693162868257,0.764101
0.26264591439688717,0.76282
0.2668148971650917,0.761538
0.27098387993329626,0.764101
0.27515286270150086,0.761538
0.2793218454697054,0.766664
0.28349082823790994,0.769227
0.2876598110061145,0.77179
0.2918287937743191,0.767946
0.2959977765425236,0.77179
0.30016675931072817,0.77179
0.3043357420789327,0.773072
0.3085047248471373,0.770509
0.31267370761534186,0.767946
0.3168426903835464,0.767946
0.32101167315175094,0.765383
0.32518065591995554,0.767946
0.3293496386881601,0.765383
0.33351862145636463,0.761538
0.3376876042245692,0.758975
0.34185658699277377,0.760257
0.3460255697609783,0.758975
0.35019455252918286,0.757694
0.35436353529738746,0.756412
0.358532518065592,0.756412
0.36270150083379654,0.755131
0.3668704836020011,0.756412
0.3710394663702057,0.755131
0.3752084491384102,0.750005
0.37937743190661477,0.752568
0.3835464146748193,0.750005
0.3877153974430239,0.750005
0.39188438021122846,0.747442
0.396053362979433,0.746161
0.4002223457476376,0.751286
0.40439132851584214,0.748724
0.4085603112840467,0.748724
0.4127292940522512,0.750005
0.4168982768204558,0.752568
0.42106725958866037,0.748724
0.4252362423568649,0.750005
0.42940522512506946,0.746161
0.43357420789327406,0.746161
0.4377431906614786,0.743598
0.44191217342968314,0.741035
0.4460811561978877,0.741035
0.4502501389660923,0.742316
0.4544191217342968,0.744879
0.45858810450250137,0.744879
0.4627570872707059,0.744879
0.4669260700389105,0.743598
0.47109505280711506,0.746161
0.4752640355753196,0.751286
0.4794330183435242,0.750005
0.48360200111172874,0.748724
0.4877709838799333,0.753849
0.4919399666481378,0.750005
0.4961089494163424,0.748724
0.500277932184547,0.751286
0.5044469149527515,0.755131
0.5086158977209561,0.756412
0.5127848804891606,0.757694
0.5169538632573651,0.76282
0.5211228460255698,0.765383
0.5252918287937743,0.770509
0.5294608115619789,0.765383
0.5336297943301834,0.764101
0.537798777098388,0.764101
0.5419677598665925,0.76282
0.5461367426347971,0.761538
0.5503057254030017,0.757694
0.5544747081712063,0.761538
0.5586436909394108,0.758975
0.5628126737076153,0.758975
0.5669816564758199,0.76282
0.5711506392440244,0.773072
0.575319622012229,0.783324
0.5794886047804335,0.792294
0.5836575875486382,0.80639
0.5878265703168427,0.814079
0.5919955530850473,0.820487
0.5961645358532518,0.825613
0.6003335186214563,0.819205
0.6045025013896609,0.814079
0.6086714841578654,0.810235
0.6128404669260701,0.803827
0.6170094496942746,0.798701
0.6211784324624792,0.787168
0.6253474152306837,0.783324
0.6295163979988883,0.782042
0.6336853807670928,0.785887
0.6378543635352973,0.78845
0.6420233463035019,0.782042
0.6461923290717065,0.778198
0.6503613118399111,0.769227
0.6545302946081156,0.767946
0.6586992773763202,0.761538
0.6628682601445247,0.758975
0.6670372429127293,0.758975
0.6712062256809338,0.753849
0.6753752084491385,0.750005
0.679544191217343,0.753849
0.6837131739855475,0.750005
0.6878821567537521,0.748724
0.6920511395219566,0.744879
0.6962201222901612,0.748724
0.7003891050583657,0.743598
0.7045580878265703,0.742316
0.7087270705947749,0.748724
0.7128960533629795,0.748724
0.717065036131184,0.742316
0.7212340188993885,0.735909
0.7254030016675931,0.733346
0.7295719844357976,0.733346
0.7337409672040022,0.741035
0.7379099499722068,0.761538
0.7420789327404114,0.761538
0.7462479155086159,0.758975
0.7504168982768205,0.755131
0.754585881045025,0.760257
0.7587548638132295,0.753849
0.7629238465814341,0.756412
0.7670928293496386,0.751286
0.7712618121178433,0.750005
0.7754307948860478,0.752568
0.7795997776542524,0.751286
0.7837687604224569,0.751286
0.7879377431906615,0.751286
0.792106725958866,0.752568
0.7962757087270705,0.746161
0.8004446914952752,0.746161
0.8046136742634797,0.746161
0.8087826570316843,0.748724
0.8129516397998888,0.747442
0.8171206225680934,0.743598
0.8212896053362979,0.742316
0.8254585881045025,0.742316
0.829627570872707,0.743598
0.8337965536409117,0.73719
0.8379655364091162,0.742316
0.8421345191773207,0.735909
0.8463035019455253,0.73719
0.8504724847137298,0.738472
0.8546414674819344,0.738472
0.8588104502501389,0.73719
0.8629794330183435,0.738472
0.8671484157865481,0.738472
0.8713173985547527,0.742316
0.8754863813229572,0.733346
0.8796553640911617,0.724375
0.8838243468593663,0.696183
0.8879933296275708,0.712842
0.8921623123957754,0.735909
0.89633129516398,0.744879
0.9005002779321846,0.733346
0.9046692607003891,0.747442
0.9088382434685937,0.799983
0.9130072262367982,0.844835
0.9171762090050027,0.894813
0.9213451917732073,0.92685
0.9255141745414118,1.037058
0.9296831573096165,1.122917
0.933852140077821,1.252347
0.9380211228460256,1.440726
0.9421901056142301,1.342051
0.9463590883824347,1.304888
0.9505280711506392,1.28951
0.9546970539188437,1.274132
0.9588660366870484,1.252347
0.9630350194552529,1.242095
0.9672040022234575,1.244658
0.971372984991662,1.231843
0.9755419677598666,1.201088
0.9797109505280711,1.186991
0.9838799332962757,1.169051
0.9880489160644802,1.15111
0.9922178988326849,1.135732
0.9963868816008894,1.126762
1.000555864369094,1.115228
1.0047248471372985,1.110102
1.008893829905503,1.097288
1.0130628126737076,1.094725
1.0172317954419121,1.088317
1.0214007782101167,1.078065
1.0255697609783212,1.072939
1.0297387437465257,1.062687
1.0339077265147303,1.062687
1.038076709282935,1.058843
1.0422456920511396,1.061406
1.0464146748193441,1.066532
1.0505836575875487,1.049873
1.0547526403557532,1.006302
1.0589216231239578,1.019117
1.0630906058921623,1.567593
1.0672595886603669,2.085412
1.0714285714285714,1.701166
1.075597554196776,1.296216
1.0797665369649805,1.148646
1.083935519733185,1.124298
1.0881045025013896,1.105076
1.0922734852695941,1.101231
1.0964424680377987,1.087135
1.1006114508060034,1.058942
1.104780433574208,1.032031
1.1089494163424125,0.997431
1.113118399110617,0.983334
1.1172873818788216,1.003838
1.1214563646470261,1.034594
1.1256253474152307,1.041001
1.1297943301834352,1.030749
1.1339633129516398,1.016653
1.1381322957198443,1.008964
1.1423012784880489,1.020498
1.1464702612562534,1.017935
1.150639244024458,1.024342
